time,left,right
54.035522,6.482155,5.8537827
54.040527,6.4270344,5.7435417
54.045532,6.29842,5.8648067
54.050476,6.529926,5.8170357
54.05548,6.3425164,5.9603486
54.060486,6.276372,5.8023367
54.06549,6.4637814,5.5598073
54.070496,6.3572154,5.519386
54.075623,6.430709,5.7067947
54.080627,6.2139025,5.5340843
54.085632,6.3461914,5.5120363
54.090637,6.2837214,5.46794
54.095642,6.217577,5.3944464
54.100647,6.3204684,5.3466754
54.10565,6.099987,5.3356514
54.110657,6.327818,5.5487833
54.11566,6.265348,5.578181
54.120605,6.1404085,5.6957707
54.12561,6.3057694,5.6075783
54.130615,6.3204684,5.7435417
54.13562,6.3461914,5.776614
54.140625,6.3204684,5.3319764
54.14563,6.3572154,5.6737227
54.150635,6.36089,5.578181
54.15564,6.254324,5.82071
54.160645,6.280047,5.6626987
54.16565,6.276372,5.5708313
54.170654,6.291071,5.739867
54.17566,6.3314924,5.5487833
54.180603,6.3204684,5.835409
54.185608,6.504203,5.9236016
54.190613,6.2139025,5.8795056
54.195618,6.3314924,5.6884217
54.200623,6.5225763,5.9823966
54.20575,6.254324,5.8795056
54.210754,6.445408,5.7582407
54.21576,6.29842,5.8795056
54.220764,6.434384,5.8758307
54.22577,6.430709,5.739867
54.230774,6.430709,5.7325177
54.23578,6.265348,5.717819
54.240784,6.434384,5.5708313
54.245728,6.1661315,5.9750476
54.250732,6.3461914,5.8868546
54.260742,6.2102275,5.8795056
54.265747,6.254324,5.919927
54.270752,6.349866,6.004445
54.275757,6.4417334,5.9750476
54.28076,6.2616735,5.5818553
54.285767,6.232276,5.4863133
54.29077,6.3204684,5.8501077
54.295776,6.36089,5.9236016
54.30078,6.276372,5.659024
54.305786,6.4380584,5.8060117
54.31073,6.3645644,5.7435417
54.315735,6.147758,5.725168
54.32074,6.111011,5.6626987
54.325745,6.287396,5.8060117
54.335754,6.1734805,5.670048
54.34076,6.232276,5.82071
54.345886,6.419685,5.8795056
54.35089,6.327818,5.728843
54.355896,6.250649,5.7913127
54.3609,6.3792634,6.0558906
54.365906,6.2102275,5.717819
54.375854,6.2433,5.7361927
54.38086,6.3094444,5.8390837
54.385864,6.3167934,5.776614
54.39087,6.3167934,5.7913127
54.405884,6.482155,5.9493246
54.415894,6.2359505,5.728843
54.4209,6.1881795,5.6626987
54.425903,6.338842,5.739867
54.43091,6.232276,5.725168
54.435913,6.2616735,5.5818553
54.440918,6.335167,5.978722
54.44586,6.3902874,5.6186023
54.450867,6.4601064,5.8427587
54.45587,6.122035,5.625952
54.460876,6.239625,5.9970956
54.46588,6.2616735,5.6884217
54.47101,6.099987,5.6663733
54.476013,6.228601,5.8170357
54.481018,6.217577,5.8868546
54.486023,6.2947454,6.015469
54.491028,6.158782,5.7067947
54.496033,6.2616735,5.8170357
54.500977,6.324143,5.59288
54.50598,6.29842,5.76559
54.510986,6.265348,5.6663733
54.51599,6.291071,5.82071
54.520996,6.2616735,5.7104697
54.526,6.1992035,5.728843
54.531006,6.29842,5.94565
54.53601,6.430709,5.659024
54.541016,6.54095,5.868481
54.54602,6.4380584,5.8023367
54.551025,6.386613,5.70312
54.55603,6.7210097,6.026493
54.560974,6.562998,5.681072
54.56598,6.4380584,5.53041
54.571045,6.735708,5.761915
54.57599,6.6034193,6.011794
54.580994,6.518902,5.670048
54.586,6.4527574,5.35035
54.591003,6.327818,5.5745063
54.59601,6.217577,5.636976
54.601135,6.4270344,5.76559
54.60614,6.6034193,5.8501077
54.611145,6.5703473,5.504687
54.61615,6.375589,5.3907714
54.621155,6.518902,5.372398
54.6261,6.3425164,5.7472167
54.631104,6.3425164,5.074748
54.63617,6.382938,5.3356514
54.641113,6.206553,4.99023
54.64612,6.625468,5.4532413
54.651123,6.5115523,5.5451083
54.656128,6.3094444,5.3540244
54.661133,6.5556483,5.7545657
54.666138,6.526251,5.5377593
54.671143,6.382938,5.2952294
54.676147,6.577697,5.7104697
54.681152,6.83125,5.930951
54.686157,6.419685,5.6222773
54.6911,6.7063107,5.7545657
54.696106,6.335167,5.2584825
54.70111,6.2139025,4.534569
54.706116,6.434384,5.567157
54.71112,6.6291423,5.5598073
54.716125,6.4380584,5.659024
54.72113,6.562998,5.7913127
54.726135,6.7026362,5.714144
54.73114,6.5078773,5.313603
54.736267,6.5850463,5.556133
54.741272,6.4968534,5.445892
54.746277,6.6291423,5.8280597
54.75128,6.3645644,5.5451083
54.756226,6.4490824,5.725168
54.76123,6.599745,5.798662
54.766235,6.4160104,5.9970956
54.77124,6.324143,5.6333013
54.776245,6.456432,5.681072
54.78125,6.518902,5.6296263
54.786255,6.482155,5.6884217
54.79126,6.434384,5.6553493
54.796265,6.3939624,5.7361927
54.80127,6.371914,5.5120363
54.806274,6.515227,5.908903
54.81128,6.6328173,5.872156
54.816284,6.5923953,6.0081196
54.82129,6.4637814,5.8537827
54.826233,6.6805882,5.989746
54.831238,6.482155,5.681072
54.836243,6.6291423,5.813361
54.841248,6.349866,5.7839637
54.846252,6.5482993,5.9236016
54.851257,6.371914,5.600229
54.856262,6.4858294,5.7582407
54.861267,6.382938,5.7545657
54.866394,6.29842,5.868481
54.8714,6.5813713,5.861132
54.876404,6.482155,5.9603486
54.88141,6.4601064,5.8427587
54.886353,6.6769133,5.8795056
54.891357,6.5482993,5.7472167
54.896362,6.217577,5.445892
54.901367,6.5923953,5.7361927
54.906372,6.4013114,5.6884217
54.911377,6.3939624,5.7214937
54.91638,6.4527574,5.8758307
54.921387,6.371914,5.600229
54.92639,6.4380584,5.6443253
54.931396,6.2726974,5.776614
54.9364,6.3572154,5.7545657
54.941406,6.3204684,5.659024
54.94635,6.291071,5.8868546
54.951355,6.4968534,5.7545657
54.95636,6.493179,5.857457
54.961365,6.430709,5.835409
54.96637,6.4380584,5.9383006
54.971375,6.302095,5.761915
54.97638,6.4123354,5.76559
54.981384,6.2690225,5.7839637
54.98639,6.1881795,5.7802887
54.991394,6.2837214,5.5745063
54.99652,6.386613,5.7104697
55.001526,6.4748054,5.952999
55.00653,6.386613,5.8795056
55.011475,6.4380584,5.7913127
55.01648,6.375589,5.861132
55.021484,6.4270344,5.614928
55.02649,6.2102275,5.7435417
55.031494,6.4490824,5.82071
55.0365,6.445408,5.8317347
55.041504,6.445408,5.8170357
55.04651,6.430709,5.761915
55.051514,6.5703473,5.6553493
55.05652,6.386613,5.835409
55.061523,6.430709,5.600229
55.06653,6.471131,5.7435417
55.071533,6.456432,5.7913127
55.076477,6.482155,5.82071
55.081482,6.4968534,5.7949877
55.086487,6.5482993,5.8795056
55.09149,6.349866,5.482639
55.096497,6.4748054,6.026493
55.1015,6.4601064,5.8170357
55.106506,6.434384,5.6663733
55.11151,6.518902,5.8501077
55.116516,6.4895043,5.776614
55.12152,6.515227,5.8868546
55.126648,6.3645644,5.6884217
55.131653,6.5115523,5.6626987
55.136658,6.3939624,5.952999
55.1416,6.4968534,5.728843
55.146606,6.6181183,5.9346256
55.15161,6.526251,5.8280597
55.156616,6.29842,5.7913127
55.16162,6.349866,5.9272766
55.166626,6.335167,5.809686
55.17163,6.456432,6.037517
55.176636,6.504203,5.857457
55.18164,6.338842,5.952999
55.186646,6.445408,5.8317347
55.19165,6.408661,5.993421
55.196655,6.4417334,5.9713726
55.20166,6.467456,6.011794
55.206604,6.5482993,5.8501077
55.21161,6.5336003,5.8648067
55.216614,6.467456,6.011794
55.22162,6.3939624,5.8648067
55.226624,6.54095,6.0081196
55.23163,6.239625,5.9970956
55.236633,6.386613,6.0558906
55.24164,6.386613,5.930951
55.246643,6.456432,6.0081196
55.251648,6.36089,5.813361
55.256775,6.1881795,5.967698
55.26178,6.1881795,5.82071
55.266724,6.3057694,5.857457
55.27173,6.2579985,5.9603486
55.276733,6.4527574,5.824385
55.28174,6.4601064,5.967698
55.286743,6.445408,5.9603486
55.291748,6.338842,6.0338426
55.296753,6.419685,5.835409
55.301758,6.518902,6.096312
55.306763,6.3425164,5.9015536
55.311768,6.5078773,5.9970956
55.316772,6.471131,5.8868546
55.321777,6.338842,5.989746
55.326782,6.419685,5.7545657
55.331726,6.3535404,5.714144
55.33673,6.5005283,5.648
55.341736,6.3902874,5.8795056
55.34674,6.29842,5.9493246
55.351746,6.1992035,5.88318
55.35675,6.2359505,5.4899883
55.361755,6.445408,5.776614
55.36676,6.287396,5.846433
55.371765,6.562998,6.011794
55.37677,6.280047,5.9823966
55.381775,6.3425164,5.7692647
55.38678,6.1183605,5.8905296
55.391907,6.338842,5.772939
55.39685,6.1661315,6.0705895
55.401855,6.3167934,5.908903
55.40686,6.2616735,5.989746
55.411865,6.074264,5.8427587
55.41687,6.2947454,6.00077
55.421875,6.1036615,5.8868546
55.42688,6.1881795,5.857457
55.431885,6.217577,5.956674
55.43689,6.276372,5.916252
55.441895,6.408661,5.8648067
55.4469,6.111011,5.9383006
55.451904,6.232276,5.7435417
55.45685,6.2726974,5.7545657
55.461853,6.2579985,5.6663733
55.466858,6.088963,5.600229
55.471863,6.3939624,5.8537827
55.476868,6.1881795,5.7325177
55.481873,6.169806,5.772939
55.486877,6.1771555,5.813361
55.491882,6.1514325,5.8795056
55.496887,6.1257095,5.76559
55.501892,6.0705895,5.7325177
55.506897,6.18083,5.3907714
55.5119,6.195529,5.6516747
55.516907,6.206553,5.776614
55.521973,6.2102275,5.813361
55.526978,6.1183605,5.813361
55.532043,6.2139025,5.835409
55.536987,6.1881795,5.7325177
55.541992,6.1734805,5.659024
55.546997,6.1771555,5.6773973
55.552002,6.276372,5.772939
55.557007,6.088963,5.835409
55.56201,6.239625,5.930951
55.567017,6.1661315,5.7913127
55.57202,6.0779386,5.9823966
55.577026,6.0191436,5.728843
55.58203,6.2102275,5.776614
55.587036,6.0301676,5.798662
55.59198,6.335167,5.952999
55.596985,6.291071,5.9236016
55.60199,6.1771555,5.6406507
55.606995,6.3682394,5.692096
55.612,6.3204684,5.636976
55.617004,6.144083,5.445892
55.62201,6.1514325,5.681072
55.627014,5.9236016,5.5451083
55.63202,6.1293845,5.787638
55.637024,6.1661315,5.9015536
55.64203,6.232276,5.714144
55.646973,6.324143,5.7949877
55.651978,6.2837214,5.7435417
55.657104,6.2579985,5.728843
55.66211,6.2139025,5.8795056
55.667114,6.4601064,5.9015536
55.67212,6.232276,5.6222773
55.677124,6.184505,5.8501077
55.68213,6.338842,5.905228
55.687134,6.42336,5.8905296
55.69214,6.3204684,5.761915
55.697144,6.239625,5.8023367
55.70215,6.276372,5.846433
55.707153,6.338842,5.813361
55.71216,6.2102275,5.7214937
55.717102,6.302095,5.6994457
55.722107,6.191854,5.7582407
55.72711,6.232276,5.9125776
55.732117,6.1734805,5.7582407
55.73712,6.1624565,5.7361927
55.742126,6.2690225,5.8023367
55.74713,6.2102275,5.82071
55.752136,6.4049864,5.8501077
55.75714,6.1624565,5.648
55.762146,6.327818,5.8023367
55.76715,6.2726974,5.9603486
55.772156,6.088963,5.750891
55.7771,6.327818,6.06324
55.782227,6.1514325,5.9346256
55.78723,6.29842,5.9236016
55.792297,6.4123354,5.9015536
55.79724,6.335167,5.868481
55.802246,6.2249265,5.750891
55.80725,6.1992035,5.8905296
55.812256,6.217577,5.6222773
55.81726,6.29842,5.9750476
55.822266,6.254324,5.82071
55.82727,6.1257095,5.8427587
55.832275,6.4380584,5.9236016
55.83728,6.202878,5.772939
55.842224,6.265348,5.9125776
55.84723,6.1661315,5.908903
55.852234,6.551974,5.9383006
55.85724,6.3204684,5.7582407
55.862244,6.408661,5.967698
55.86725,6.4160104,5.8060117
55.872253,6.504203,5.9236016
55.87726,6.3902874,5.8648067
55.882263,6.5556483,5.894204
55.887268,6.2102275,5.6957707
55.892273,6.2947454,5.993421
55.897278,6.232276,5.515711
55.902283,6.228601,5.6443253
55.907227,6.4160104,5.7545657
55.91223,6.3461914,5.8648067
55.91736,5.94565,5.7913127
55.922363,6.232276,5.5708313
55.92737,6.3204684,5.82071
55.932373,6.2690225,5.8537827
55.937378,6.349866,5.9713726
55.942383,6.4490824,5.772939
55.947388,6.327818,5.6443253
55.952393,6.2102275,5.6847467
55.957397,6.419685,5.7692647
55.962402,6.29842,5.6222773
55.967407,6.338842,5.7839637
55.97235,6.3939624,5.7361927
55.977356,6.3682394,5.739867
55.98236,6.5078773,5.6626987
55.987366,6.29842,5.7692647
55.99237,6.36089,5.7692647
55.997375,6.280047,5.5340843
56.00238,6.482155,5.7913127
56.007385,6.2947454,5.725168
56.01239,6.4380584,5.835409
56.017395,6.36089,5.7104697
56.0224,6.375589,5.7839637
56.027405,6.2469745,5.7545657
56.03235,6.3057694,5.5965543
56.037354,6.265348,5.7545657
56.04236,6.1661315,5.7104697
56.047363,6.265348,5.5708313
56.05249,6.5446243,5.868481
56.057495,6.5372753,5.7582407
56.0625,6.371914,5.5708313
56.067505,6.36089,5.8170357
56.07251,6.4049864,5.4164944
56.077515,6.1881795,5.600229
56.08252,6.456432,5.8795056
56.087524,6.3939624,5.6553493
56.09253,6.4637814,5.7839637
56.097473,6.5078773,5.6884217
56.102478,6.434384,5.6222773
56.107483,6.4049864,6.0301676
56.112488,6.419685,5.76559
56.117493,6.29842,5.761915
56.122498,6.276372,5.739867
56.127502,6.4123354,5.7325177
56.132507,6.419685,5.82071
56.137512,6.371914,5.813361
56.142517,6.4049864,5.636976
56.147522,6.386613,5.6443253
56.152527,6.302095,5.798662
56.15753,6.3939624,5.9015536
56.162476,6.5225763,5.9015536
56.16748,6.250649,5.835409
56.172485,6.254324,5.3062534
56.177612,6.3461914,5.930951
56.182617,6.4895043,5.872156
56.187622,6.371914,5.967698
56.192627,6.4380584,5.894204
56.19763,6.4637814,5.8390837
56.202637,6.419685,5.94565
56.20764,6.467456,5.8501077
56.212646,6.2469745,5.846433
56.21765,6.276372,5.5377593
56.222656,6.144083,5.772939
56.2276,6.371914,5.589205
56.232605,6.4049864,5.6884217
56.23761,6.4270344,5.7839637
56.242615,6.291071,5.567157
56.24762,6.3094444,5.7214937
56.252625,6.386613,5.7214937
56.25763,6.4380584,5.5855303
56.262634,6.0705895,5.3576994
56.26764,6.327818,5.456916
56.272644,6.3682394,5.5818553
56.27765,6.4490824,5.8537827
56.282654,6.206553,5.7692647
56.287598,6.2837214,5.6737227
56.292603,6.3057694,5.5487833
56.297607,6.302095,5.556133
56.302612,6.2469745,5.5010123
56.30774,6.122035,5.46794
56.312622,6.29842,5.600229
56.31775,6.239625,5.59288
56.322754,6.2433,5.6296263
56.32776,6.408661,5.409145
56.332764,6.1514325,5.5120363
56.33777,6.155107,5.59288
56.342773,6.2212515,5.460591
56.34778,6.2249265,5.6222773
56.352722,6.239625,5.659024
56.357727,6.2102275,5.4532413
56.362732,6.327818,5.460591
56.367737,6.2837214,5.3540244
56.37274,6.217577,5.2254105
56.377747,6.133059,5.207037
56.38275,6.2469745,5.2364345
56.387756,6.4637814,5.508362
56.39276,6.349866,5.5230603
56.397766,6.4160104,5.409145
56.40277,6.4049864,5.5451083
56.407776,6.4601064,5.5451083
56.41278,6.42336,5.324627
56.417786,6.3314924,5.6663733
56.42273,6.5336003,5.625952
56.427734,6.5556483,5.625952
56.43274,6.5850463,5.541434
56.437744,6.4380584,5.681072
56.44287,6.3572154,5.5487833
56.447876,6.4748054,5.6663733
56.45288,6.54095,5.2033625
56.457886,6.408661,4.81017
56.46289,6.562998,5.365049
56.467896,6.526251,5.196013
56.4729,6.5960703,5.556133
56.477905,6.3902874,5.4752893
56.48285,6.4968534,5.508362
56.487854,6.169806,5.1151695
56.49286,6.4417334,5.7104697
56.497864,6.4417334,5.420169
56.50287,6.371914,5.717819
56.507874,6.3682394,5.8060117
56.51288,6.419685,5.846433
56.517883,6.515227,5.376073
56.52289,6.515227,5.556133
56.527893,6.3645644,5.2621574
56.532898,6.3425164,5.2842054
56.537903,6.456432,5.5267353
56.542847,6.4968534,5.269507
56.54785,6.280047,5.280531
56.56787,6.3572154,5.2878804
56.572876,6.430709,5.5377593
56.578003,6.3682394,5.3944464
56.583008,6.349866,5.328302
56.588013,6.65854,5.3687234
56.593018,6.4637814,5.541434
56.598022,6.7173347,5.111495
56.603027,6.636492,5.0820975
56.612976,6.636492,5.376073
56.61798,6.456432,5.6663733
56.622986,6.6732388,5.184989
56.62799,6.562998,6.015469
56.632996,6.456432,5.3062534
56.638,6.467456,5.681072
56.643005,6.5482993,5.3797474
56.64801,6.504203,5.8795056
56.653015,6.6658893,5.8280597
56.66803,6.577697,5.94565
56.672974,6.823901,5.993421
56.67798,6.4160104,5.7545657
56.682983,6.4968534,5.7214937
56.68799,6.636492,5.787638
56.692993,6.42336,5.813361
56.697998,6.42336,5.5818553
56.703125,6.6328173,5.750891
56.713135,6.4637814,5.603904
56.71814,6.5372753,5.6884217
56.723145,6.338842,5.6075783
56.72815,6.2837214,5.798662
56.73816,6.291071,5.8648067
56.743103,6.42336,5.7435417
56.748108,6.4527574,5.59288
56.753113,6.2212515,5.776614
56.758118,6.4270344,5.8170357
56.763123,6.276372,5.625952
56.768127,6.254324,5.4899883
56.773132,6.3645644,5.908903
56.778137,6.3057694,5.313603
56.783142,6.133059,5.5451083
56.788147,6.382938,5.813361
56.79315,6.2249265,5.6626987
56.798157,6.5078773,5.6884217
56.8031,6.0191436,5.7214937
56.808105,6.5078773,5.7472167
56.81311,6.36089,6.00077
56.818115,6.5446243,5.725168
56.82312,6.5556483,5.670048
56.828125,6.551974,5.9236016
56.833252,6.6805882,5.6296263
56.838257,6.526251,5.8501077
56.84326,6.6291423,5.894204
56.848267,6.2433,5.4532413
56.85327,6.5482993,5.941975
56.858276,6.4858294,5.894204
56.86328,6.349866,5.7067947
56.868225,6.504203,5.7913127
56.87323,6.4380584,5.6884217
56.878235,6.54095,5.625952
56.88324,6.6181183,5.8905296
56.888245,6.54095,5.9750476
56.89325,6.515227,5.6626987
56.898254,6.349866,5.6553493
56.90326,6.504203,5.857457
56.908264,6.65854,5.868481
56.91327,6.4637814,5.122519
56.918274,6.518902,5.4863133
56.92328,6.7246842,5.578181
56.928284,6.4380584,5.6994457
56.933228,6.4270344,5.82071
56.938232,6.621793,5.919927
56.943237,6.6805882,5.8978786
56.948242,6.54095,5.7104697
56.953247,6.5115523,5.9383006
56.958252,6.4380584,5.6443253
56.963257,6.529926,5.952999
56.968384,6.526251,5.7692647
56.97339,6.614444,5.567157
56.978394,6.47848,5.648
56.9834,6.4380584,5.776614
56.988403,6.456432,5.7949877
56.99341,6.4748054,5.9236016
56.998352,6.4748054,5.6626987
57.003357,6.4380584,5.916252
57.00836,6.518902,6.011794
57.013367,6.324143,5.809686
57.01837,6.4748054,5.9823966
57.023376,6.65854,5.861132
57.02838,6.5446243,5.94565
57.033386,6.7246842,5.7472167
57.03839,6.599745,5.956674
57.043396,6.7136602,5.989746
57.0484,6.482155,5.8390837
57.053406,6.4160104,5.9750476
57.05835,6.239625,6.041192
57.063354,6.1514325,5.952999
57.06836,6.254324,5.6516747
57.073364,6.291071,5.6516747
57.07837,6.3314924,5.692096
57.083374,6.144083,5.7692647
57.08838,6.4601064,5.6663733
57.093384,6.471131,5.276856
57.09851,6.6511903,5.8537827
57.103516,6.42336,5.6443253
57.10852,6.6805882,5.8648067
57.113525,6.4527574,5.7949877
57.11853,6.669564,5.8390837
57.123474,6.4858294,5.930951
57.12848,6.4049864,5.70312
57.133484,6.4123354,5.8537827
57.13849,6.386613,5.776614
57.143494,6.3204684,5.5267353
57.1485,6.4490824,5.6443253
57.153503,6.408661,5.6884217
57.15851,6.65854,5.868481
57.163513,6.54095,5.614928
57.168518,6.4601064,5.916252
57.173523,6.2837214,5.5120363
57.178528,6.287396,5.243784
57.18347,6.647516,5.46794
57.188477,6.430709,5.872156
57.19348,6.3425164,5.460591
57.198486,6.3057694,5.302579
57.20349,6.471131,5.5267353
57.208496,6.169806,4.8763146
57.2135,6.3939624,5.59288
57.218506,6.327818,5.4752893
57.22351,6.36089,5.7435417
57.228638,6.4527574,5.4311934
57.233643,6.4417334,5.908903
57.238647,6.430709,5.7545657
57.243652,6.349866,5.8795056
57.248657,6.2616735,5.6737227
57.2536,6.287396,5.916252
57.258606,6.375589,5.868481
57.26361,6.2616735,5.8170357
57.268616,6.3939624,5.9970956
57.27362,6.371914,5.7214937
57.278625,6.232276,5.7325177
57.28363,6.3094444,5.6884217
57.288635,6.254324,5.7545657
57.29364,6.280047,5.714144
57.298645,6.29842,5.750891
57.30365,6.29842,5.5855303
57.308655,6.1514325,5.952999
57.3136,6.408661,5.787638
57.318604,6.3535404,5.787638
57.32361,6.29842,5.728843
57.328613,6.2139025,5.659024
57.33362,6.36089,5.8758307
57.338623,6.2433,5.59288
57.343628,6.1404085,5.7325177
57.348633,6.3425164,5.625952
57.353638,6.2726974,5.482639
57.358765,6.2433,5.7472167
57.363647,6.2359505,5.7214937
57.368774,6.280047,5.8427587
57.37378,6.2837214,5.692096
57.378723,6.169806,5.6663733
57.383728,6.1404085,5.772939
57.388733,6.4380584,5.7104697
57.393738,6.408661,5.787638
57.398743,6.239625,5.6884217
57.403748,6.2947454,5.813361
57.408752,6.29842,5.5340843
57.413757,6.3572154,5.857457
57.418762,6.3902874,5.7802887
57.423767,6.1404085,5.3576994
57.428772,6.195529,5.5267353
57.433777,6.085288,5.659024
57.43872,6.107336,5.8280597
57.443726,6.1734805,5.636976
57.44873,6.1992035,5.567157
57.453735,6.327818,5.6884217
57.45874,6.232276,5.772939
57.463745,6.111011,5.603904
57.46875,6.195529,5.603904
57.473755,6.0191436,5.6186023
57.47876,6.3057694,5.8648067
57.483765,6.2433,5.9236016
57.48877,6.202878,5.4422174
57.493896,6.184505,5.728843
57.4989,6.0926375,5.567157
57.503906,6.158782,5.8978786
57.50885,6.18083,5.578181
57.513855,6.1293845,5.7692647
57.51886,6.2249265,5.603904
57.523865,6.265348,5.6553493
57.52887,6.041192,5.8905296
57.533875,6.18083,5.5965543
57.53888,6.456432,5.5965543
57.543884,6.349866,5.9236016
57.54889,6.280047,5.5487833
57.553894,6.18083,5.563482
57.5589,6.3204684,5.600229
57.563904,6.122035,5.59288
57.56891,6.232276,5.589205
57.573853,6.2726974,5.5965543
57.578857,6.2359505,5.6773973
57.583862,6.1146855,5.5340843
57.588867,6.158782,5.6847467
57.593872,6.2616735,5.5451083
57.598877,6.085288,5.5340843
57.60388,6.0558906,5.59288
57.608887,6.2102275,5.5120363
57.61389,6.1771555,5.614928
57.618896,6.3682394,5.6443253
57.624023,6.3057694,5.6222773
57.62903,5.978722,5.7214937
57.633972,6.338842,5.6443253
57.638977,6.3057694,5.6884217
57.643982,6.29842,5.8648067
57.648987,6.265348,5.6222773
57.65399,6.099987,5.728843
57.658997,6.155107,5.6626987
57.664,6.1661315,5.7913127
57.669006,6.1257095,5.6663733
57.67401,5.952999,5.556133
57.679016,6.1881795,5.714144
57.68402,6.0081196,5.1996875
57.689026,6.144083,5.6957707
57.69403,6.2359505,5.6773973
57.698975,6.136734,5.681072
57.70398,6.06324,5.8170357
57.708984,6.158782,5.6994457
57.71399,6.0816135,5.8427587
57.718994,6.1183605,5.460591
57.724,6.250649,5.7802887
57.729004,5.9713726,5.681072
57.73401,6.0779386,5.5487833
57.739014,6.1257095,5.5230603
57.74402,5.9713726,5.7435417
57.749023,6.133059,5.6443253
57.75415,6.00077,5.728843
57.759155,6.2102275,5.798662
57.7641,6.136734,5.567157
57.769104,6.041192,5.5598073
57.77411,5.8905296,5.5120363
57.779114,6.088963,5.648
57.78412,6.144083,5.872156
57.789124,6.107336,5.7435417
57.79413,6.136734,5.6186023
57.799133,6.1771555,5.504687
57.80414,6.169806,5.7692647
57.809143,6.228601,5.567157
57.814148,6.202878,5.6663733
57.819153,6.1293845,5.302579
57.824097,6.18083,5.2989044
57.8291,6.195529,5.482639
57.834106,6.0081196,5.218061
57.83911,6.206553,5.6075783
57.844116,6.0669146,5.2731814
57.84912,6.3314924,5.5377593
57.854126,6.1036615,5.600229
57.85913,6.0558906,5.670048
57.864136,6.0926375,5.4311934
57.86914,6.0448666,5.2401094
57.874146,6.085288,5.2511334
57.87915,5.88318,5.4495664
57.884277,6.0558906,5.59288
57.88922,6.1293845,5.3907714
57.894226,6.1881795,5.4311934
57.89923,6.2249265,5.5340843
57.904236,6.313119,5.482639
57.90924,6.088963,4.920411
57.914246,6.254324,5.434868
57.91925,6.3535404,5.5855303
57.924255,6.254324,5.269507
57.92926,6.3645644,5.5340843
57.934265,6.202878,5.3944464
57.93927,6.217577,5.6957707
57.944275,6.2102275,5.4385424
57.94928,6.239625,5.6847467
57.954224,6.217577,5.5487833
57.95923,6.217577,5.6222773
57.964233,6.136734,5.541434
57.96924,6.3939624,5.6075783
57.974243,6.2837214,5.46794
57.979248,6.327818,5.7472167
57.984253,6.324143,5.670048
57.989258,6.3094444,5.556133
57.994263,6.3057694,5.600229
57.999268,6.291071,5.5745063
58.004272,6.239625,5.3834224
58.009277,6.107336,5.556133
58.014282,6.217577,5.659024
58.019287,6.2947454,5.541434
58.024353,6.0669146,5.5377593
58.029358,6.1293845,5.387097
58.034363,6.3645644,6.0228186
58.039368,6.169806,5.2511334
58.044373,6.2837214,6.011794
58.049377,6.276372,5.8280597
58.054382,6.2837214,5.9236016
58.059387,6.291071,5.7913127
58.064392,6.088963,5.846433
58.069397,6.147758,5.7325177
58.0744,6.820226,5.8060117
58.079346,6.4380584,5.6443253
58.08435,6.621793,5.7104697
58.089355,6.4013114,5.4789643
58.09436,6.4858294,5.519386
58.099365,6.3645644,5.556133
58.10437,6.265348,5.519386
58.109375,5.9272766,5.2033625
58.11438,5.70312,5.0710735
58.119385,5.59288,4.8910136
58.12439,5.041676,4.777098
58.129395,5.0673985,4.439027
58.1344,4.4794483,4.0715575
58.139404,4.2993884,3.8253531
58.14441,3.6342692,3.5405648
58.149475,3.2796617,3.318246
58.15448,3.4707456,2.9709876
58.159485,2.7523434,2.7890904
58.16449,2.6127052,3.2484267
58.169495,2.1864412,2.754181
58.1745,2.3628263,2.3811996
58.179504,2.638428,2.4032478
58.18451,2.6127052,2.6237292
58.189514,2.2783084,2.568609
58.19452,2.4491816,2.5649343
58.199524,3.084903,2.4859283
58.20453,2.7927651,2.3242419
58.209473,2.9434273,1.8786857
58.214478,3.1951437,2.405085
58.219482,2.9030058,2.7560182
58.224487,3.180445,2.5594223
58.229492,2.9452648,2.548398
58.234497,3.163909,3.073879
58.239502,3.334782,3.0022225
58.244507,3.8143291,3.5644503
58.24951,4.1340275,3.5166793
58.254517,4.7844477,3.9245698
58.25952,4.99023,4.1524005
58.264526,5.2033625,4.2479424
58.26953,5.41282,4.486798
58.274475,5.423844,4.398605
58.279602,5.460591,4.578665
58.284607,5.659024,4.6962547
58.28961,5.6773973,4.762399
58.294617,5.930951,4.846917
58.29962,5.6663733,4.8910136
58.304626,5.750891,4.7587247
58.30963,5.714144,4.7954717
58.314636,5.761915,4.920411
58.31964,5.908903,4.8064957
58.324646,5.82071,4.953483
58.32965,5.8758307,4.9277606
58.334656,5.94565,4.7697487
58.3396,5.9346256,4.846917
58.344604,6.026493,4.883664
58.34961,6.1183605,5.2033625
58.354614,6.250649,5.030652
58.35962,6.1734805,5.2401094
58.364624,6.3314924,5.2107115
58.36963,6.276372,5.148242
58.374634,6.228601,5.173965
58.37964,6.313119,5.181314
58.384644,6.107336,5.17029
58.38965,6.0705895,5.159266
58.394653,6.147758,4.850592
58.399597,6.191854,4.931435
58.404602,6.287396,4.75505
58.409607,6.3094444,5.1078205
58.41461,6.107336,5.0086036
58.41974,6.1514325,5.137218
58.424744,6.0816135,5.001254
58.42975,6.4527574,5.3687234
58.434753,6.136734,5.137218
58.43976,6.228601,5.265832
58.444763,5.989746,4.9975796
58.449768,6.0301676,4.9498086
58.454773,6.184505,4.9865556
58.459778,6.096312,4.7109537
