time,left,right
0.5997925,6.1771555,5.3099284
0.60479736,6.397637,5.482639
0.60980225,6.4380584,5.35035
0.6148071,6.482155,5.681072
0.619812,6.3902874,5.6222773
0.6248169,6.375589,5.5487833
0.6298218,6.430709,5.659024
0.63482666,6.254324,5.218061
0.63983154,6.36089,5.361374
0.6447754,6.42336,5.4532413
0.6497803,6.430709,5.692096
0.65478516,6.6548653,5.82071
0.65979004,6.6842628,5.70312
0.6647949,6.4527574,5.6443253
0.6697998,6.3535404,5.614928
0.6748047,6.3461914,5.3797474
0.6798096,6.5923953,5.681072
0.68481445,6.456432,5.600229
0.68981934,6.4748054,5.445892
0.6948242,6.54095,5.6884217
0.6998291,6.515227,5.725168
0.704834,6.493179,5.4899883
0.70977783,6.4968534,5.6663733
0.7147827,6.3057694,5.3944464
0.7197876,6.47848,5.35035
0.72491455,6.518902,5.4899883
0.72991943,6.5556483,5.5487833
0.7349243,6.4160104,5.603904
0.7399292,6.250649,5.563482
0.7449341,6.5556483,5.861132
0.74993896,6.562998,5.750891
0.75494385,6.5336003,5.7692647
0.75994873,6.4601064,5.589205
0.7649536,6.4160104,5.5855303
0.7699585,6.4968534,5.3430004
0.77490234,6.4968534,5.835409
0.77996826,6.5078773,5.5487833
0.7849121,6.302095,5.3356514
0.789917,6.4270344,5.4164944
0.7949219,6.4013114,5.6075783
0.79992676,6.36089,5.096796
0.80493164,6.4601064,5.6406507
0.8099365,6.397637,5.7214937
0.8149414,6.36089,5.4164944
0.8199463,6.3682394,5.7802887
0.8249512,6.621793,5.6957707
0.82995605,6.4858294,5.714144
0.8348999,6.574022,5.46794
0.8399048,6.3682394,5.339326
0.84490967,6.1992035,5.049025
0.84991455,6.408661,5.76559
0.8550415,6.526251,5.578181
0.8600464,6.504203,5.6847467
0.86505127,6.5482993,5.6186023
0.87005615,6.526251,5.508362
0.87506104,6.313119,5.471615
0.8800659,6.5850463,5.7325177
0.8850708,6.6952868,5.692096
0.8900757,6.482155,5.670048
0.89508057,6.397637,5.714144
0.9000244,6.5336003,5.659024
0.9050293,6.4895043,5.4752893
0.9100342,6.349866,5.7104697
0.91503906,6.287396,5.35035
0.92004395,6.5482993,5.70312
0.9250488,6.338842,5.5745063
0.9300537,6.4527574,5.681072
0.9350586,6.471131,5.5855303
0.9400635,6.265348,4.99023
0.94506836,6.408661,5.600229
0.95007324,6.4417334,5.3907714
0.9550781,6.6401663,5.894204
0.960083,6.65854,5.8427587
0.9650879,6.3425164,4.9608326
0.97003174,6.54095,5.5267353
0.9750366,6.327818,5.636976
0.9800415,6.636492,5.556133
0.9850464,6.3461914,5.563482
0.99017334,6.3167934,5.265832
0.9951782,6.515227,5.614928
1.0001831,6.349866,5.725168
1.005188,6.5225763,5.692096
1.0101929,6.467456,5.3797474
1.0151978,6.4601064,5.328302
1.0202026,6.482155,5.4311934
1.0252075,6.4380584,5.659024
1.0301514,6.2726974,5.2364345
1.0351562,6.4160104,5.681072
1.0401611,6.2837214,5.493663
1.045166,6.4527574,5.692096
1.0501709,6.4490824,5.5377593
1.0551758,6.562998,5.6333013
1.0601807,6.504203,5.5598073
1.0651855,6.382938,5.280531
1.0701904,6.6291423,5.59288
1.0751953,6.471131,5.5745063
1.0802002,6.250649,5.515711
1.0852051,6.232276,5.5745063
1.0901489,6.29842,5.35035
1.0951538,6.3535404,5.563482
1.1001587,6.2579985,4.953483
1.1051636,6.504203,5.556133
1.1101685,6.375589,5.5120363
1.1151733,6.335167,5.5487833
1.1203003,6.4527574,5.7949877
1.1253052,6.434384,5.659024
1.13031,6.430709,5.6186023
1.135315,6.526251,5.692096
1.1403198,6.3902874,5.126194
1.1453247,6.2947454,5.317278
1.1503296,6.4380584,5.750891
1.1552734,6.493179,5.7582407
1.1603394,6.482155,5.6847467
1.1652832,6.254324,5.030652
1.1702881,6.386613,5.2842054
1.175293,6.2947454,5.578181
1.1802979,6.482155,5.7472167
1.1853027,6.324143,5.5708313
1.1903076,6.54095,5.857457
1.1953125,6.4270344,5.4054704
1.2003174,6.4380584,5.2474585
1.2053223,6.3204684,5.4973373
1.2103271,6.42336,5.4017954
1.215332,6.3792634,5.2989044
1.2203369,6.562998,5.515711
1.2253418,6.3167934,5.4164944
1.2302856,6.265348,5.4311934
1.2352905,6.3425164,5.456916
1.2402954,6.482155,5.420169
1.2453003,6.4527574,5.5708313
1.2503052,6.3572154,5.196013
1.2554321,6.335167,5.2952294
1.260437,6.42336,5.541434
1.2654419,6.4968534,5.4017954
1.2704468,6.349866,5.5708313
1.2754517,6.493179,5.5451083
1.2804565,6.371914,5.313603
1.2854004,6.4490824,5.7325177
1.2904053,6.2837214,5.717819
1.2954102,6.349866,5.456916
1.300415,6.338842,5.7545657
1.3054199,6.3425164,5.614928
1.3104248,6.3682394,5.519386
1.3154297,6.4527574,5.317278
1.3204346,6.4013114,5.6626987
1.3254395,6.254324,5.5487833
1.3304443,6.482155,5.600229
1.3354492,6.2102275,5.159266
1.3404541,6.2359505,5.809686
1.345459,6.5446243,5.8280597
1.3504028,6.349866,5.376073
1.3554077,6.518902,5.636976
1.3604736,6.371914,5.423844
1.3654175,6.3645644,5.6663733
1.3704224,6.195529,5.445892
1.3754272,6.3939624,5.556133
1.3805542,6.5115523,5.603904
1.3855591,6.4380584,5.482639
1.390564,6.4748054,5.387097
1.3955688,6.228601,5.5377593
1.4005737,6.4490824,5.504687
1.4055786,6.456432,5.5120363
1.4105835,6.4748054,5.603904
1.4155273,6.3682394,5.714144
1.4205322,6.4160104,5.6222773
1.4255371,6.254324,5.541434
1.430542,6.169806,5.3430004
1.4355469,6.518902,5.6222773
1.4405518,6.2837214,5.611253
1.4455566,6.29842,5.3540244
1.4505615,6.4601064,5.70312
1.4555664,6.291071,5.717819
1.4605713,6.3057694,5.670048
1.4655762,6.2837214,5.614928
1.470581,6.504203,5.70312
1.4755249,6.386613,5.70312
1.4805298,6.4527574,5.600229
1.4855347,6.4601064,5.7325177
1.4905396,6.6328173,5.508362
1.4955444,6.4380584,5.243784
1.5005493,6.574022,5.2878804
1.5055542,6.845949,5.6186023
1.5106812,6.739383,5.552458
1.515686,6.5482993,5.328302
1.5206909,6.8496237,5.857457
1.5256958,6.8385997,5.5708313
1.5307007,6.562998,5.46794
1.5357056,6.482155,5.59288
1.5406494,6.6328173,5.600229
1.5456543,6.783479,5.908903
1.5506592,6.65854,5.787638
1.5556641,6.5703473,5.8427587
1.560669,6.7798047,5.504687
1.5656738,6.551974,5.4422174
1.5706787,6.5813713,5.5855303
1.5756836,6.4968534,5.504687
1.5806885,6.5225763,5.365049
1.5856934,6.562998,5.6333013
1.5906982,6.5225763,5.7067947
1.5957031,6.526251,5.5487833
1.600708,6.7467327,5.6737227
1.6056519,6.4013114,5.4164944
1.6106567,6.5923953,5.70312
1.6156616,6.574022,5.5965543
1.6206665,6.5850463,5.3209524
1.6256714,6.566673,5.328302
1.6306763,6.526251,5.563482
1.6356812,6.625468,5.9383006
1.640686,6.4968534,5.578181
1.645813,6.526251,5.7692647
1.6508179,6.636492,5.776614
1.6558228,6.5482993,5.7545657
1.6608276,6.625468,5.6553493
1.6658325,6.5115523,5.589205
1.6707764,6.6034193,5.471615
1.6757812,6.482155,5.70312
1.6807861,6.4527574,5.659024
1.685791,6.566673,5.636976
1.6907959,6.3645644,5.6516747
1.6958008,6.526251,5.317278
1.7008057,6.4270344,5.6626987
1.7058105,6.5850463,5.4017954
1.7108154,6.6401663,5.7067947
1.7158203,6.5336003,5.563482
1.7208252,6.614444,5.6884217
1.7258301,6.467456,5.5451083
1.730835,6.518902,5.563482
1.7357788,6.445408,5.8648067
1.7407837,6.610769,5.482639
1.7457886,6.3204684,5.4899883
1.7507935,6.430709,5.5745063
1.7557983,6.636492,5.7104697
1.7608032,6.6622148,5.6884217
1.7658081,6.419685,5.714144
1.770813,6.371914,5.5010123
1.77594,6.408661,5.4752893
1.7809448,6.5703473,5.8648067
1.7859497,6.408661,5.5267353
1.7909546,6.4601064,5.445892
1.7959595,6.338842,5.5267353
1.8009033,6.276372,5.5818553
1.8059082,6.4123354,5.482639
1.8109131,6.430709,5.670048
1.815918,6.4490824,5.611253
1.8209229,6.327818,5.5377593
1.8259277,6.302095,5.5855303
1.8309326,6.276372,5.648
1.8359375,6.467456,5.6663733
1.8409424,6.386613,5.648
1.8459473,6.5115523,5.8390837
1.8509521,6.504203,5.835409
1.855957,6.397637,5.7325177
1.8609009,6.526251,5.70312
1.8659058,6.515227,5.692096
1.8709106,6.4527574,5.681072
1.8759155,6.4123354,5.6663733
1.8809204,6.5372753,5.7913127
1.8859253,6.3425164,5.824385
1.8909302,6.5336003,5.8390837
1.895935,6.6511903,5.7802887
1.90094,6.4968534,5.7692647
1.9060669,6.0558906,5.5267353
1.9110718,6.625468,5.750891
1.9160767,6.371914,5.4495664
1.9210815,6.4013114,5.725168
1.9260254,6.3425164,5.6222773
1.9310303,6.430709,5.7067947
1.9360352,6.482155,5.7472167
1.94104,6.254324,5.5745063
1.9460449,6.3682394,5.8795056
1.9510498,6.280047,5.7913127
1.9560547,6.5703473,5.964023
1.9610596,6.4380584,5.809686
1.9660645,6.371914,5.7325177
1.9710693,6.397637,5.5487833
1.9760742,6.5850463,5.7435417
1.9810791,6.3057694,5.5377593
1.986084,6.280047,5.4385424
1.9910278,6.239625,5.6333013
1.9960327,6.2616735,5.4752893
2.0010376,6.54095,5.8317347
2.0060425,6.2726974,5.8390837
2.0110474,6.349866,5.6663733
2.0160522,6.4858294,5.8648067
2.0210571,6.3939624,5.8390837
2.026062,6.335167,5.7472167
2.031067,6.3425164,5.614928
2.0360718,6.2102275,5.6626987
2.0411987,6.3425164,5.6406507
2.0462036,6.3094444,5.8427587
2.0512085,6.302095,5.313603
2.0561523,6.3204684,5.7325177
2.0611572,6.2359505,5.6737227
2.066162,6.3902874,5.9236016
2.071167,6.3902874,5.813361
2.0761719,6.36089,5.6994457
2.0811768,6.4380584,5.8537827
2.0861816,6.3167934,5.659024
2.0911865,6.265348,5.6186023
2.0961914,6.3314924,5.776614
2.1011963,6.287396,5.750891
2.1062012,6.147758,5.813361
2.111206,6.371914,5.7472167
2.11615,6.254324,5.772939
2.1211548,6.265348,5.6222773
2.1261597,6.265348,5.70312
2.1311646,6.419685,5.9125776
2.1361694,6.265348,5.8795056
2.1411743,6.4601064,5.681072
2.1461792,6.4160104,5.6773973
2.151184,6.5703473,5.7582407
2.156189,6.4417334,5.6994457
2.1611938,6.291071,5.776614
2.1661987,6.5336003,5.7913127
2.1712036,6.335167,5.761915
2.1763306,6.4637814,5.5965543
2.1812744,6.382938,5.905228
2.1862793,6.1257095,5.5487833
2.1912842,6.147758,5.6737227
2.196289,6.217577,5.6884217
2.201294,6.254324,5.6884217
2.2062988,6.526251,5.8023367
2.2113037,6.349866,5.7325177
2.2163086,6.2616735,5.552458
2.2213135,6.1293845,5.398121
2.2263184,6.327818,5.659024
2.2313232,6.3939624,5.611253
2.2363281,6.327818,5.589205
2.241333,6.1881795,5.659024
2.246338,6.408661,5.798662
2.2512817,6.291071,5.776614
2.2562866,6.6070943,5.681072
2.2612915,6.3425164,5.7104697
2.2662964,6.324143,5.6296263
2.2713013,6.3167934,5.7692647
2.2763062,6.2726974,5.515711
2.281311,6.3094444,5.728843
2.286316,6.3094444,5.798662
2.2913208,6.382938,5.7472167
2.2963257,6.349866,5.8427587
2.3014526,6.2212515,5.6884217
2.3064575,6.2616735,5.578181
2.3114014,6.3057694,5.7067947
2.3164062,6.419685,5.7545657
2.3214111,6.217577,5.5487833
2.326416,6.232276,5.8023367
2.331421,6.280047,5.761915
2.3364258,6.265348,5.611253
2.3414307,6.302095,5.787638
2.3464355,6.0779386,5.5708313
2.3514404,6.419685,5.776614
2.3564453,6.397637,5.7472167
2.3614502,6.2616735,5.5965543
2.366455,6.2139025,5.636976
2.371399,6.4601064,5.725168
2.3764038,6.430709,5.8390837
2.3814087,6.4527574,5.813361
2.3864136,6.2102275,5.8023367
2.3914185,6.2579985,5.659024
2.3964233,6.349866,5.70312
2.4014282,6.4968534,5.7949877
2.406433,6.3057694,5.7104697
2.411438,6.2579985,5.611253
2.4164429,6.2726974,5.4899883
2.4214478,6.408661,5.7949877
2.4264526,6.291071,5.6884217
2.4315796,6.47848,5.868481
2.4365845,6.239625,5.7325177
2.4415283,6.36089,5.7802887
2.4465332,6.265348,5.868481
2.451538,6.3939624,5.7839637
2.456543,6.2616735,5.7325177
2.4615479,6.3425164,5.6994457
2.4665527,6.430709,5.7692647
2.4715576,6.2102275,5.556133
2.4765625,6.5005283,5.4899883
2.4815674,6.302095,5.776614
2.4865723,6.3204684,5.636976
2.4915771,6.3057694,5.600229
2.496582,6.169806,5.776614
2.5015259,6.2249265,5.6773973
2.5065918,6.5005283,5.8648067
2.5165405,6.3314924,5.5451083
2.5215454,6.3645644,5.6663733
2.5315552,6.456432,5.772939
2.53656,6.386613,5.625952
2.541565,6.0926375,5.578181
2.5465698,6.327818,5.7435417
2.5515747,6.4049864,5.7067947
2.5565796,6.265348,5.5855303
2.5617065,6.287396,5.552458
2.5666504,6.291071,5.5708313
2.5715942,6.375589,5.7472167
2.5766602,6.2579985,5.659024
2.581665,6.456432,5.7435417
2.58667,6.2359505,5.6626987
2.5916748,6.2249265,5.59288
2.5966797,6.280047,5.7104697
2.6016846,6.371914,5.5598073
2.6066895,6.4160104,5.603904
2.6116943,6.2359505,5.6406507
2.626709,6.397637,5.728843
2.6316528,6.36089,5.7214937
2.6416626,6.36089,5.776614
2.6466675,6.386613,5.7802887
2.6516724,6.0779386,5.636976
2.6616821,6.1404085,5.456916
2.666687,6.42336,5.813361
2.671692,6.1881795,5.59288
2.6766968,6.254324,5.5267353
2.6817017,6.4968534,5.7435417
2.6867065,6.2102275,5.4863133
2.6916504,6.526251,5.6773973
2.6967773,6.1881795,5.772939
2.7017822,6.3572154,5.7325177
2.706787,6.482155,5.5708313
2.711792,6.327818,5.372398
2.7167969,6.36089,5.7325177
2.7218018,6.195529,5.714144
2.7268066,6.2837214,5.776614
2.7318115,6.015469,5.5708313
2.7368164,6.456432,5.835409
2.7418213,6.232276,5.8868546
2.7468262,6.2249265,5.636976
2.751831,6.280047,5.5451083
2.756775,6.375589,5.6663733
2.7617798,6.3902874,5.7104697
2.7667847,6.3057694,5.59288
2.7717896,6.2139025,5.6994457
2.7767944,6.195529,5.6075783
2.7817993,6.29842,5.772939
2.7868042,6.327818,5.7839637
2.791809,6.202878,5.787638
2.796814,6.324143,5.846433
2.8018188,6.2837214,5.6222773
2.8068237,6.4160104,5.7325177
2.8118286,6.2469745,5.8427587
2.8167725,6.2433,5.761915
2.8217773,6.419685,5.8537827
2.8269043,6.2433,5.6626987
2.8319092,6.1624565,5.5487833
2.836914,6.4013114,5.8317347
2.841919,6.2139025,5.776614
2.8469238,6.29842,5.6296263
2.8519287,6.302095,5.8170357
2.8569336,6.4049864,5.750891
2.8619385,6.239625,5.659024
2.8669434,6.099987,5.504687
2.8719482,6.291071,5.776614
2.8769531,6.3204684,5.7949877
2.881897,6.371914,5.670048
2.8869019,6.217577,5.692096
2.8919067,6.184505,5.714144
2.8969116,6.265348,5.717819
2.9019165,6.276372,5.725168
2.9069214,6.1881795,5.692096
2.9119263,6.232276,5.76559
2.9169312,6.2359505,5.600229
2.921936,6.2616735,5.5708313
2.926941,6.287396,5.6222773
2.9319458,6.3461914,5.728843
2.9369507,6.265348,5.861132
2.9419556,6.2947454,5.603904
2.9468994,6.287396,5.813361
2.9519043,6.1734805,5.6222773
2.9569702,6.239625,5.7325177
2.961914,6.3204684,5.772939
2.967041,6.1036615,5.648
2.972046,6.518902,5.8280597
2.9770508,6.3939624,5.7472167
2.9820557,6.0081196,5.600229
2.9870605,6.195529,5.578181
2.9920654,6.4160104,5.6957707
2.9970703,6.4748054,5.989746
3.0020752,6.327818,5.8023367
3.00708,6.4417334,5.6957707
3.012024,6.42336,5.750891
3.0170288,6.158782,5.739867
3.0220337,6.2102275,5.728843
3.0270386,6.4380584,5.809686
3.0320435,6.2102275,5.725168
3.0370483,6.1514325,5.5745063
3.0420532,6.239625,5.541434
3.047058,6.144083,5.6553493
3.052063,6.107336,5.7913127
3.0570679,6.2837214,5.7545657
3.0620728,6.3204684,5.776614
3.0670776,6.191854,5.813361
3.0720215,6.408661,5.8023367
3.0770264,6.228601,5.7325177
3.0820312,6.2616735,5.603904
3.0871582,6.2616735,5.6957707
3.092163,6.2249265,5.614928
3.097168,6.265348,5.7104697
3.1021729,6.375589,5.6773973
3.1071777,6.3535404,5.5230603
3.1121826,6.276372,5.761915
3.1171875,6.3461914,5.59288
3.1221924,6.2616735,5.681072
3.1271973,6.4013114,5.835409
3.1322021,6.291071,5.824385
3.137207,6.037517,5.7839637
3.1421509,6.2102275,5.787638
3.1471558,6.2616735,5.6516747
3.1521606,6.291071,5.8501077
3.1571655,6.2837214,5.714144
3.1621704,6.2616735,5.908903
3.1671753,6.085288,5.614928
3.1721802,6.18083,5.6406507
3.177185,6.155107,5.600229
3.18219,6.147758,5.717819
3.1871948,6.184505,5.835409
3.1921997,6.434384,5.5745063
3.1972046,6.254324,5.5708313
3.2021484,6.280047,5.8317347
3.2071533,6.4049864,5.7839637
3.2121582,6.5813713,5.70312
3.217163,6.338842,5.714144
3.22229,6.3572154,5.7214937
3.227295,6.2139025,5.7692647
3.2322998,6.2212515,5.339326
3.2373047,6.430709,5.7692647
3.2423096,6.2579985,5.725168
3.2473145,6.4049864,5.787638
3.2523193,6.3094444,5.717819
3.2573242,6.291071,5.739867
3.262329,6.265348,5.614928
3.267273,6.291071,5.6663733
3.2722778,6.0191436,5.460591
3.2772827,6.2947454,5.7692647
3.2822876,6.3204684,5.7692647
3.2872925,6.254324,5.589205
3.2922974,6.239625,5.681072
3.2973022,6.47848,5.725168
3.3023071,6.3057694,5.70312
3.307312,6.3572154,5.7692647
3.312317,6.335167,5.861132
3.3173218,6.276372,5.7692647
3.3223267,6.3204684,5.7692647
3.3273315,6.2616735,5.6626987
3.3322754,6.2433,5.59288
3.3372803,6.250649,5.868481
3.3422852,6.4160104,5.8390837
3.34729,6.504203,5.8648067
3.352417,6.3167934,5.7802887
3.3574219,6.349866,5.824385
3.3624268,6.232276,5.6186023
3.3674316,6.518902,5.8758307
3.3724365,6.327818,5.809686
3.3774414,6.29842,5.7361927
3.3824463,6.239625,5.8868546
3.3874512,6.327818,5.94565
3.392456,6.287396,5.6296263
3.3974,6.3682394,5.7913127
3.4024048,6.3939624,5.916252
3.4074097,6.3902874,5.750891
3.4124146,6.29842,5.6884217
3.4174194,6.4013114,5.7545657
3.4224243,6.4527574,5.6884217
3.4274292,6.232276,5.7214937
3.432434,6.3645644,5.6443253
3.437439,6.291071,5.6443253
3.4424438,6.2212515,5.7839637
3.4474487,6.3094444,5.8868546
3.4524536,6.36089,5.76559
3.4573975,6.419685,5.7472167
3.4624023,6.291071,5.7545657
3.4674072,6.577697,5.714144
3.472412,6.382938,5.636976
3.477417,6.327818,5.600229
3.4824219,6.3792634,5.761915
3.4875488,6.276372,5.82071
3.4925537,6.324143,5.625952
3.4975586,6.4013114,5.7692647
3.5025635,6.504203,5.82071
3.5075684,6.382938,5.8170357
3.5125732,6.2690225,5.6957707
3.5175781,6.4895043,5.725168
3.522522,6.3204684,5.7545657
3.5275269,6.3682394,5.6737227
3.5325317,6.42336,5.8427587
3.5375366,6.445408,5.6296263
3.5425415,6.419685,5.611253
3.5475464,6.482155,5.9015536
3.5525513,6.4601064,5.600229
3.5575562,6.327818,5.7435417
3.562561,6.419685,5.5965543
3.567566,6.3535404,5.894204
3.5725708,6.291071,5.5708313
3.5775757,6.4601064,5.6186023
3.5825806,6.3204684,5.5708313
3.5875854,6.324143,5.7361927
3.5925293,6.47848,5.6296263
3.5975342,6.4527574,5.76559
3.602539,6.3461914,5.82071
3.607544,6.47848,5.7325177
3.612671,6.3902874,5.8868546
3.6175537,6.3645644,5.6773973
3.6226807,6.2837214,5.7361927
3.6276855,6.4527574,5.776614
3.6326904,6.4270344,5.824385
3.6376953,6.493179,5.681072
3.6427002,6.4858294,5.5010123
3.647705,6.4417334,5.5598073
3.652649,6.467456,5.725168
3.6576538,6.144083,5.6884217
3.6626587,6.4049864,5.625952
3.6676636,6.29842,5.714144
3.6726685,6.5372753,5.8390837
3.6776733,6.5703473,5.8280597
3.6826782,6.349866,5.600229
3.687683,6.041192,5.372398
3.692688,6.4601064,5.7545657
3.6976929,6.3645644,5.813361
3.7026978,6.386613,5.600229
3.7077026,6.3939624,5.835409
3.7127075,6.430709,5.6553493
3.7176514,6.386613,5.445892
3.7226562,6.287396,5.70312
3.7276611,6.526251,5.82071
3.732666,6.4601064,5.94565
3.737671,6.250649,5.7361927
3.7426758,6.3094444,5.6296263
3.7478027,6.4601064,5.82071
3.7528076,6.4160104,5.6663733
3.7578125,6.3792634,5.7545657
3.7628174,6.456432,5.7472167
3.7678223,6.5115523,5.5487833
3.7728271,6.4013114,5.776614
3.777832,6.217577,5.600229
3.782837,6.2433,5.6516747
3.7877808,6.382938,5.761915
3.7927856,6.349866,5.861132
3.7977905,6.291071,5.8170357
3.8027954,6.482155,5.717819
3.8078003,6.1514325,5.681072
3.8128052,6.239625,5.9383006
3.81781,6.36089,5.692096
3.822815,6.338842,5.7545657
3.8278198,6.4895043,5.6663733
3.8328247,6.36089,5.7913127
3.8378296,6.408661,5.725168
3.8427734,6.386613,5.6406507
3.8477783,6.430709,5.9236016
3.8527832,6.29842,5.761915
3.857788,6.445408,5.6884217
3.862793,6.3572154,5.5377593
3.8677979,6.349866,5.772939
3.8728027,6.386613,5.4789643
3.8779297,6.526251,5.8795056
3.8829346,6.482155,5.8758307
3.8879395,6.3645644,5.70312
3.8929443,6.349866,5.798662
3.8979492,6.3682394,5.728843
3.902954,6.456432,5.6296263
3.907898,6.3645644,5.8501077
3.9129028,6.4968534,5.835409
3.9179077,6.338842,5.567157
3.9229126,6.54095,5.5487833
3.9279175,6.375589,5.578181
3.9329224,6.5703473,5.76559
3.9379272,6.6842628,5.6847467
3.9429321,6.349866,5.7545657
3.947937,6.276372,5.59288
3.952942,6.36089,5.504687
3.9579468,6.4380584,5.750891
3.9629517,6.408661,5.541434
3.9678955,6.408661,5.5818553
3.9729004,6.2616735,5.82071
3.9779053,6.287396,5.70312
3.9829102,6.4417334,5.6663733
3.987915,6.254324,5.6333013
3.99292,6.482155,5.6957707
3.9979248,6.4380584,5.7472167
4.0029297,6.3425164,5.894204
4.0080566,6.3461914,5.6296263
4.0130615,6.4160104,5.70312
4.0180664,6.335167,5.6847467
4.0230713,6.3204684,5.7325177
4.028076,6.434384,5.8280597
4.033081,6.386613,5.76559
4.038025,6.3572154,5.5267353
4.04303,6.206553,5.59288
4.0480347,6.42336,5.6663733
4.0530396,6.482155,5.916252
4.0580444,6.36089,6.0081196
4.0630493,6.371914,5.798662
4.068054,6.287396,5.6626987
4.073059,6.4601064,5.5855303
4.078064,6.430709,5.76559
4.083069,6.386613,5.8390837
4.0880737,6.4490824,5.776614
4.0930786,6.36089,5.670048
4.0980225,6.287396,5.835409
4.1030273,6.276372,5.7692647
4.108032,6.232276,5.681072
4.113037,6.5703473,5.905228
4.118042,6.386613,5.7839637
4.123047,6.327818,5.761915
4.1280518,6.3645644,5.5818553
4.1330566,6.2433,5.4422174
4.1380615,6.430709,5.8280597
4.1431885,6.3645644,5.952999
4.1481934,6.482155,5.857457
4.1531982,6.4160104,5.7692647
4.158203,6.3204684,5.7361927
4.163147,6.327818,5.8023367
4.168152,6.3461914,5.8868546
4.1731567,6.3057694,5.5267353
4.1781616,6.276372,5.6333013
4.1831665,6.4527574,5.6847467
4.1881714,6.386613,5.8427587
4.1931763,6.349866,5.6406507
4.198181,6.3094444,5.6773973
4.203186,6.3572154,5.8280597
4.208191,6.467456,5.776614
